
581,Chandler Jones,NWE,22,14,13,6.0,0,0,0,0,5,3,0,0,0,0,24,21,
582,Colin Jones,CAR,25,15,0,,,,,,,,,,,,10,4,
583,David Jones,WAS,27,5,0,,,,,,,,,,,,8,0,
584,Donnie Jones,HOU,32,16,0,,,,,,,,,,,,1,1,
585,Edgar Jones,KAN,28,16,0,,,,,,,0,0,2,11,1,9,1,
586,Jacoby Jones*+,BAL,28,16,3,,,,,,,0,2,2,0,0,1,0,
587,James Jones,GNB,28,16,16,,,,,,,,,,,,1,0,
588,Jason Jones,SEA,26,12,0,3.0,0,0,0,0,4,0,0,1,3,0,7,3,
589,Julio Jones*,ATL,23,16,15,,,,,,,,,,,,1,0,
590,Reshad Jones,MIA,24,16,16,1.0,4,28,0,15,9,2,1,2,24,0,74,21,
591,Taiwan Jones,OAK,24,14,0,,,,,,,0,1,2,-2,0,11,1,
592,Maurice Jones-Drew,JAX,27,6,5,,,,,,,0,2,1,0,0,1,0,
593,Akeem Jordan,PHI,27,14,7,,,,,,,2,0,0,0,0,35,9,
594,Cameron Jordan,NOR,23,16,16,8.0,0,0,0,0,3,3,0,2,0,0,41,26,
595,Johnathan Joseph*,HOU,28,14,14,,2,88,1,52,11,,,,,,52,5,
596,Linval Joseph,NYG,24,16,16,4.0,,,,,,1,0,2,16,0,33,26,
597,Colin Kaepernick,SFO,25,13,7,,,,,,,0,9,2,-22,0,,,
598,Frank Kearse,CAR,24,8,4,1.0,,,,,,,,,,,8,5,
599,Brett Keisel,PIT,34,16,16,4.5,0,0,0,0,1,0,0,1,0,0,26,20,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
600,Thomas Keiser,CAR,23,4,0,0.5,,,,,,,,,,,2,2,
601,Tommy Kelly,OAK,32,16,16,1.5,0,0,0,0,2,0,0,1,0,0,25,20,
602,Chris Kelsay,BUF,33,9,4,2.0,,,,,,,,,,,12,2,1
603,Ma'ake Kemoeatu,BAL,33,15,13,1.0,0,0,0,0,2,1,0,0,0,0,15,14,
604,Lance Kendricks,STL,24,16,14,,,,,,,0,1,1,0,0,3,0,
605,Mychal Kendricks,PHI,22,15,14,1.0,0,0,0,0,9,,,,,,58,17,
606,Shiloh Keo,HOU,25,16,0,,1,1,0,1,1,,,,,,9,5,
607,Jeremy Kerley,NYJ,24,16,7,,,,,,,0,4,1,1,0,3,0,
608,Ryan Kerrigan*,WAS,24,16,16,8.5,1,28,1,28,8,2,0,1,0,0,42,12,
609,Sergio Kindle,BAL,25,1,0,,,,,,,,,,,,1,0,
610,Jeff King,ARI,29,16,12,,,,,,,,,,,,1,0,
611,Justin King,2TM,25,5,2,,0,0,0,0,2,,,,,,1,2,
612,Dre Kirkpatrick,CIN,23,5,0,,,,,,,,,,,,2,0,
613,Ishmaa'ily Kitchen,CLE,24,15,0,,,,,,,,,,,,6,11,
614,Mathias Kiwanuka,NYG,29,16,5,3.0,,,,,,,,,,,27,10,
615,Karl Klug,TEN,24,16,1,3.5,0,0,0,0,1,,,,,,4,3,
616,Chris Kluwe,MIN,31,16,0,,,,,,,,,,,,1,0,
617,Terrance Knighton,JAX,26,16,4,2.0,0,0,0,0,1,2,0,0,0,0,20,12,
618,Sam Koch,BAL,30,16,0,,,,,,,,,,,,2,1,
619,Michael Koenen,TAM,30,16,0,,,,,,,0,1,0,0,0,1,1,
620,Niko Koutouvides,NWE,31,14,0,,,,,,,,,,,,3,1,
621,Paul Kruger,BAL,26,15,6,9.0,1,0,0,0,6,1,0,1,9,0,30,12,
622,Luke Kuechly,CAR,21,16,16,1.0,2,22,0,25,8,0,0,3,9,0,103,62,
623,John Kuhn,GNB,30,14,3,,,,,,,,,,,,2,0,
624,Markus Kuhn,NYG,26,10,1,,0,0,0,0,4,,,,,,4,4,
625,Jacob Lacey,DET,25,11,9,,1,10,0,10,4,,,,,,30,6,
626,Emmanuel Lamur,CIN,23,9,0,,0,0,0,0,1,,,,,,7,4,
627,Derek Landri,PHI,29,16,7,,0,0,0,0,3,,,,,,13,5,
628,Dawan Landry,JAX,30,16,16,,1,47,0,21,2,,,,,,81,19,
629,LaRon Landry*,NYJ,28,16,15,,2,42,1,24,8,4,0,0,9,0,76,24,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
630,Austen Lane,JAX,25,11,7,2.0,,,,,,1,0,0,0,0,22,10,
631,Jeremy Lane,SEA,22,13,3,,,,,,,,,,,,6,5,
632,Jorvorskie Lane,MIA,25,16,5,,,,,,,0,3,2,0,0,0,1,
633,Kendall Langford,STL,26,16,16,2.0,0,0,0,0,2,,,,,,18,9,
634,Ellis Lankster,NYJ,25,15,1,1.0,2,0,0,0,6,2,0,0,0,0,24,5,
635,Ted Larsen,TAM,25,16,13,,,,,,,0,0,1,0,0,,,
636,James Laurinaitis,STL,26,16,16,0.5,2,18,0,18,4,0,0,1,4,0,117,25,
637,Manny Lawson,CIN,28,16,10,2.0,0,0,0,0,1,1,0,0,0,0,30,9,
638,Mike Leach,ARI,36,16,0,,,,,,,0,0,1,0,0,,,
639,Shane Lechler,OAK,36,16,0,,,,,,,0,0,1,0,0,1,0,
640,Patrick Lee,2TM,28,15,7,,1,4,0,4,4,1,0,0,0,0,31,6,
641,Sean Lee,DAL,26,6,6,,1,0,0,0,3,1,0,0,0,0,36,21,
642,Joe Lefeged,IND,24,16,4,,,,,,,0,0,1,4,0,15,5,
643,Byron Leftwich,PIT,32,2,1,,,,,,,0,1,1,0,0,,,
644,Orie Lemon,DAL,25,5,0,,,,,,,0,0,1,0,0,2,3,
645,Paris Lenon,ARI,35,16,16,2.0,1,0,0,0,3,1,0,1,0,0,74,29,
646,Brian Leonard,CIN,28,15,0,,,,,,,,,,,,3,0,
647,Jim Leonhard,DEN,30,16,1,,2,0,0,0,3,0,1,1,0,0,13,5,
648,Mikel Leshoure,DET,22,14,14,,,,,,,0,3,0,0,0,1,0,
649,Anthony Levine,BAL,25,2,0,,,,,,,,,,,,1,0,
650,Lazarius Levingston,TAM,25,3,0,,,,,,,,,,,,2,0,
651,DeAndre Levy,DET,25,14,13,,1,-1,0,0,3,0,0,1,0,0,55,25,
652,Keenan Lewis,PIT,26,16,16,,0,0,0,0,23,1,0,0,0,0,54,15,
653,Kendrick Lewis,KAN,24,9,9,,0,0,0,0,2,,,,,,24,2,
654,LeQuan Lewis,2TM,23,8,0,,1,0,0,0,2,,,,,,5,1,
655,Marcedes Lewis,JAX,28,16,15,,,,,,,0,0,1,0,0,2,0,
656,Myron Lewis,TAM,25,9,0,,,,,,,,,,,,3,0,
657,Ray Lewis,BAL,37,6,6,1.0,0,0,0,0,1,1,0,1,0,0,44,13,
658,Travis Lewis,DET,24,13,0,,,,,,,1,0,0,0,0,1,0,
659,Chris Lewis-Harris,CIN,23,2,0,,,,,,,,,,,,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
660,Rian Lindell,BUF,35,16,0,,,,,,,,,,,,0,1,
661,Ryan Lindley,ARI,23,7,4,,,,,,,0,3,1,-10,0,,,
662,Sean Lissemore,DAL,25,10,6,1.0,,,,,,,,,,,15,20,
663,Greg Little,CLE,23,16,16,,,,,,,,,,,,4,0,
664,Corey Liuget,SDG,22,16,16,7.0,0,0,0,0,9,0,0,1,0,0,36,15,
665,Brandon Lloyd,NWE,31,16,15,,,,,,,0,0,1,0,1,,,
666,Jake Locker,TEN,24,11,11,,,,,,,0,4,0,-2,0,2,0,
667,Curtis Lofton,NOR,26,16,16,1.0,0,0,0,0,7,2,0,2,0,0,82,41,
668,Stefan Logan,DET,31,16,0,,,,,,,0,6,3,0,0,5,0,
669,Chris Long,STL,27,16,16,11.5,,,,,,,,,,,25,8,
670,Jake Long,MIA,27,12,12,,,,,,,0,0,1,2,0,,,
671,Kyle Love,NWE,26,16,11,1.5,,,,,,,,,,,11,14,
672,Dwight Lowery,JAX,26,9,9,,1,21,0,21,4,0,0,1,0,0,26,5,
673,Andrew Luck*,IND,23,16,16,,,,,,,0,10,2,-3,0,,,
674,Ricky Lumpkin,ARI,24,1,0,,,,,,,,,,,,1,0,
675,Corey Lynch,SDG,27,16,4,,2,50,0,30,7,0,0,1,0,0,32,7,
676,Marshawn Lynch*+,SEA,26,16,15,,,,,,,0,5,0,0,0,3,0,
677,Elbert Mack,NOR,26,7,2,,1,73,1,73,6,,,,,,9,5,
678,Kaluka Maiava,CLE,25,16,13,2.0,0,0,0,0,3,2,0,0,0,0,30,18,
679,Steve Maneri,KAN,24,13,8,,,,,,,0,0,1,0,0,,,
680,Danieal Manning,HOU,30,16,16,1.0,2,59,1,55,8,3,0,1,1,0,59,18,
681,Eli Manning*,NYG,31,16,16,,,,,,,0,5,1,0,0,,,
682,Peyton Manning*+,DEN,36,16,16,,,,,,,0,2,1,0,0,,,
683,Chris Maragos,SEA,25,16,0,,,,,,,,,,,,5,6,
684,Owen Marecic,CLE,24,10,2,,,,,,,,,,,,1,0,
685,Sen'Derrick Marks,TEN,25,14,14,1.5,0,0,0,0,3,1,0,0,0,0,30,11,
686,Curtis Marsh,PHI,24,15,0,,0,0,0,0,1,,,,,,11,1,
687,Brandon Marshall*+,CHI,28,16,16,,,,,,,0,2,1,0,0,4,0,
688,Richard Marshall,MIA,28,4,4,,1,7,0,7,5,,,,,,17,0,
689,Charly Martin,SEA,28,4,1,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
690,Derrick Martin,NWE,27,5,0,1.0,,,,,,,,,,,4,1,
691,Doug Martin*,TAM,23,16,16,,,,,,,0,1,1,0,0,,,
692,Jonathan Martin,MIA,23,16,16,,,,,,,0,0,1,0,0,,,
693,Keshawn Martin,HOU,22,16,1,,,,,,,0,1,1,0,0,,,
694,Mike Martin,TEN,22,15,0,3.0,,,,,,,,,,,21,15,
695,Ruvell Martin,BUF,30,14,0,,,,,,,,,,,,6,1,
696,Sherrod Martin,CAR,28,12,0,,0,0,0,0,3,1,0,0,0,0,17,3,
697,Vaughn Martin,SDG,26,13,12,1.0,,,,,,1,0,0,0,0,12,7,
698,Mohamed Massaquoi,CLE,26,9,5,,,,,,,0,0,1,0,0,,,
699,Ricardo Mathews,IND,25,16,5,,0,0,0,0,1,,,,,,7,6,
700,Rashean Mathis,JAX,32,12,4,,0,0,0,0,5,,,,,,20,0,
701,Robert Mathis*,IND,31,12,12,8.0,1,1,0,1,2,1,0,0,0,0,22,11,
702,Casey Matthews,PHI,23,16,1,,,,,,,,,,,,10,1,
703,Clay Matthews*,GNB,26,12,12,13.0,0,0,0,0,2,1,0,0,0,0,32,11,
704,Cliff Matthews,ATL,23,10,0,,,,,,,,,,,,6,0,
705,Rey Maualuga,CIN,25,16,16,1.0,0,0,0,0,4,0,0,1,0,0,62,60,
706,Josh Mauga,NYJ,25,5,0,,,,,,,,,,,,2,1,
707,Byron Maxwell,SEA,24,9,0,,0,0,0,0,3,1,0,1,11,0,10,4,
708,Aaron Maybin,NYJ,24,8,0,,,,,,,,,,,,1,0,
709,Jerod Mayo*,NWE,26,16,16,3.0,1,0,0,0,3,4,0,1,0,0,87,60,
710,Joe Mays,DEN,27,6,4,0.5,,,,,,,,,,,7,12,
711,Taylor Mays,CIN,24,16,3,,,,,,,0,0,1,0,0,11,6,
712,Pat McAfee,IND,25,16,0,,,,,,,,,,,,0,1,
713,Darcel McBath,SFO,27,16,0,,,,,,,0,0,1,8,0,2,0,
714,Turk McBride,NOR,27,7,0,,0,0,0,0,1,,,,,,6,0,
715,Brice McCain,HOU,26,12,2,0.5,1,86,0,86,8,,,,,,15,4,
716,Bryan McCann,MIA,25,8,0,1.0,0,0,0,0,1,,,,,,10,0,
717,Colin McCarthy,TEN,23,7,7,,1,49,1,49,1,,,,,,25,13,
718,Jameel McClain,BAL,27,13,13,,0,0,0,0,3,0,0,1,0,0,56,22,
719,Robert McClain,ATL,24,15,3,,1,32,0,32,10,0,0,2,28,0,48,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
720,Rolando McClain,OAK,23,11,9,1.0,,,,,,1,0,0,0,0,37,23,
721,Albert McClellan,BAL,26,14,11,1.0,0,0,0,0,2,1,0,2,0,0,29,13,
722,Shea McClellin,CHI,22,14,0,2.5,,,,,,,,,,,7,7,
723,Devin McCourty,NWE,25,16,16,,5,53,0,34,13,2,1,0,0,0,60,19,
724,Jason McCourty,TEN,25,16,16,,4,29,0,28,15,1,0,1,0,0,73,19,
725,Gerald McCoy*,TAM,24,16,16,5.0,0,0,0,0,2,1,0,1,0,0,23,7,
726,LeSean McCoy,PHI,24,12,12,,,,,,,0,4,2,0,0,,,
727,Danny McCray,DAL,24,15,10,,1,0,0,0,2,,,,,,50,21,
728,Tony McDaniel,MIA,27,11,0,0.5,0,0,0,0,1,0,0,1,0,0,6,5,
729,Brandon McDonald,TAM,27,11,2,,1,40,0,40,2,,,,,,16,8,
730,Clinton McDonald,SEA,25,14,0,,0,0,0,0,1,,,,,,17,8,
731,Ray McDonald,SFO,28,16,16,2.5,0,0,0,0,1,1,0,0,0,0,28,10,1
732,Willis McGahee,DEN,31,10,9,,,,,,,0,5,1,0,0,1,0,
733,Terrence McGee,BUF,32,7,0,,0,0,0,0,2,,,,,,6,2,
734,Rocky McIntosh,STL,30,16,9,1.0,1,34,0,34,1,,,,,,33,11,
735,Corey McIntyre,BUF,33,16,3,,,,,,,0,0,1,0,0,3,3,
736,Garrett McIntyre,NYJ,28,16,4,3.5,0,0,0,0,1,0,0,1,0,0,19,8,
737,Leodis McKelvin,BUF,27,13,4,,1,9,0,9,3,,,,,,19,1,
738,Tyrone McKenzie,MIN,27,16,0,,,,,,,,,,,,1,0,
739,Steve McLendon,PIT,26,16,0,2.0,,,,,,1,0,0,0,0,4,3,
740,Sherrick McManis,CHI,25,12,0,,,,,,,0,0,1,0,0,,,
741,Randy McMichael,SDG,33,16,10,,,,,,,0,1,2,0,0,0,4,
742,Jerron McMillian,GNB,23,16,0,,1,0,0,0,5,0,0,1,3,0,14,10,
743,Pernell McPhee,BAL,24,12,6,1.5,,,,,,,,,,,18,3,
744,Robert Meachem,SDG,28,15,3,,,,,,,,,,,,2,0,
745,Brandon Mebane,SEA,27,16,16,3.0,0,0,0,0,3,0,0,1,0,0,31,25,
746,Henry Melton*,CHI,26,14,14,6.0,,,,,,2,0,0,0,0,31,12,
747,Whitney Mercilus,HOU,22,16,4,6.0,0,0,0,0,1,2,0,1,0,0,15,3,
748,Jamon Meredith,TAM,26,14,12,,,,,,,0,0,1,0,0,,,
749,Brandon Meriweather,WAS,28,1,1,,1,25,0,25,2,,,,,,3,4,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
750,Phillip Merling,GNB,27,3,0,,,,,,,,,,,,1,1,
751,Shawne Merriman,BUF,28,10,1,1.0,0,0,0,0,1,,,,,,12,5,
752,William Middleton,JAX,26,10,3,,0,0,0,0,1,,,,,,14,4,
753,Quintin Mikell,STL,32,16,16,3.0,0,0,0,0,2,4,0,0,0,0,83,18,
754,Jeromy Miles,CIN,25,16,1,,0,0,0,0,1,,,,,,21,7,
755,Brit Miller,STL,26,9,1,,,,,,,0,1,1,0,0,1,0,
756,Bruce Miller,SFO,25,16,13,,,,,,,0,0,1,0,0,9,2,
757,Heath Miller*,PIT,30,15,15,,,,,,,,,,,,3,0,
758,Roy Miller,TAM,25,15,14,,0,0,0,0,1,,,,,,15,8,
759,Von Miller*+,DEN,23,16,16,18.5,1,26,1,26,2,6,0,0,0,0,55,13,
760,Zach Miller,SEA,27,16,15,,,,,,,0,1,0,0,0,1,0,
761,Jeremy Mincey,JAX,29,16,16,3.0,0,0,0,0,5,2,0,1,0,0,35,6,
762,Koa Misi,MIA,25,14,14,3.5,0,0,0,0,2,2,0,0,0,0,47,13,
763,Charles Mitchell,ATL,23,10,0,,,,,,,,,,,,0,1,
764,Earl Mitchell,HOU,25,16,3,,0,0,0,0,3,1,0,0,0,0,19,12,
765,Marvin Mitchell,MIN,28,11,1,,,,,,,1,0,0,0,0,9,1,
766,Michael Mitchell,OAK,25,16,2,1.0,,,,,,,,,,,24,8,
767,Fili Moala,IND,27,8,8,,0,0,0,0,1,,,,,,2,12,
768,Arthur Moats,BUF,24,14,4,,,,,,,,,,,,13,5,
769,Tony Moeaki,KAN,25,15,14,,,,,,,0,0,1,0,0,,,
770,D.J. Moore,CHI,25,13,2,,2,2,0,2,6,0,1,0,0,0,25,5,
771,Denarius Moore,OAK,24,15,15,,,,,,,0,3,2,0,0,2,1,
772,Kyle Moore,BUF,26,12,7,3.0,,,,,,,,,,,14,10,
773,Lance Moore,NOR,29,15,7,,,,,,,,,,,,1,0,
774,Marlon Moore,MIA,25,14,2,,,,,,,,,,,,6,1,
775,Mewelde Moore,IND,30,9,0,,,,,,,0,1,0,0,0,1,1,
776,Rahim Moore,DEN,22,16,15,1.0,1,23,0,23,7,0,0,1,0,0,60,12,
777,Sterling Moore,2TM,22,13,0,,0,0,0,0,2,1,0,1,14,0,18,4,
778,William Moore*,ATL,27,12,12,1.0,4,51,0,33,8,2,0,1,0,0,60,16,
779,Aaron Morgan,2TM,24,11,0,,,,,,,,,,,,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
780,Derrick Morgan,TEN,23,16,16,6.5,0,0,0,0,6,1,0,1,0,0,35,24,
781,Josh Morgan,WAS,27,16,15,,,,,,,0,1,2,13,1,,,
782,Mike Morgan,SEA,24,16,1,,,,,,,,,,,,6,6,
783,Alfred Morris,WAS,24,16,16,,,,,,,0,4,2,0,0,,,
784,Kirk Morrison,BUF,30,3,0,,,,,,,,,,,,2,0,
785,Dezman Moses,GNB,23,16,6,4.0,0,0,0,0,2,1,0,0,0,0,12,12,
786,C.J. Mosley,JAX,29,16,13,2.5,,,,,,1,0,3,0,0,36,9,
787,Randy Moss,SFO,35,16,2,,,,,,,0,1,1,0,0,,,
788,Santana Moss,WAS,33,16,1,,,,,,,0,2,1,-4,0,,,
789,Jonas Mouton,SDG,24,3,0,,,,,,,,,,,,1,0,
790,Ryan Mouton,TEN,26,13,2,,0,0,0,0,3,,,,,,31,11,
791,Daniel Muir,NYJ,29,3,0,,,,,,,,,,,,1,2,
792,Matthew Mulligan,STL,27,16,9,,,,,,,,,,,,1,0,
793,Ryan Mundy,PIT,27,16,3,,0,0,0,0,2,0,0,1,0,0,20,4,
794,Captain Munnerlyn,CAR,24,16,11,,2,107,2,74,9,0,1,0,0,0,46,13,
795,Jerome Murphy,3TM,25,8,0,,,,,,,,,,,,1,1,
796,Louis Murphy,CAR,25,16,5,,,,,,,0,1,1,0,1,,,
797,DeMarco Murray,DAL,24,10,10,,,,,,,0,3,1,0,0,2,0,
798,Chris Myers*,HOU,31,16,16,,,,,,,0,0,1,0,0,,,
799,Legedu Naanee,MIA,29,4,1,,,,,,,0,1,0,0,0,3,0,
800,Jesse Nading,HOU,27,16,0,,,,,,,,,,,,10,3,
801,Haruki Nakamura,CAR,26,13,13,,2,39,0,21,4,,,,,,28,17,
802,Mike Neal,GNB,25,11,1,4.5,,,,,,,,,,,8,3,
803,Andre Neblett,CAR,24,11,2,0.5,,,,,,,,,,,5,2,
804,Kyle Nelson,SDG,26,6,0,,,,,,,,,,,,1,0,
805,Reggie Nelson,CIN,29,14,14,1.0,3,10,0,10,9,1,0,0,0,0,56,29,
806,Drake Nevis,IND,23,9,3,1.0,,,,,,,,,,,7,9,
807,Terence Newman,CIN,34,15,15,,2,0,0,0,10,1,0,2,8,0,53,22,
808,Jamar Newsome,KAN,25,6,2,,,,,,,,,,,,1,0,
809,Cam Newton,CAR,23,16,16,,,,,,,0,10,3,-8,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
810,Haloti Ngata*,BAL,28,15,14,5.0,0,0,0,0,1,,,,,,33,18,
811,Stephen Nicholas,ATL,29,16,15,2.0,1,3,0,3,4,1,0,1,0,0,72,25,
812,Rob Ninkovich,NWE,28,16,16,8.0,0,0,0,0,1,5,0,4,3,0,32,26,
813,Troy Nolan,3TM,26,8,1,,,,,,,,,,,,4,1,
814,Josh Norman,CAR,25,16,12,,1,2,0,2,7,,,,,,50,21,
815,Nick Novak,SDG,31,16,0,,,,,,,,,,,,1,0,
816,Mike Nugent,CIN,30,16,0,,,,,,,,,,,,1,0,
817,Ben Obomanu,SEA,29,8,0,,,,,,,,,,,,2,1,
818,Jared Odrick,MIA,25,16,12,5.0,0,0,0,0,2,,,,,,26,9,
819,Kevin Ogletree,DAL,25,15,1,,,,,,,0,0,1,0,0,,,
820,Michael Oher,BAL,26,16,16,,,,,,,0,0,1,0,0,,,
821,Amobi Okoye,CHI,25,9,0,1.0,,,,,,1,0,0,0,0,9,3,
822,Greg Olsen,CAR,27,16,16,,,,,,,,,,,,2,0,
823,Kenny Onatolu,CAR,30,4,0,,,,,,,,,,,,2,3,1
824,Brian Orakpo,WAS,26,2,2,1.0,0,0,0,0,3,1,0,0,0,0,5,0,
825,Kassim Osgood,DET,32,16,0,,,,,,,0,0,1,0,0,7,0,
826,Chris Owens,ATL,26,13,1,,0,0,0,0,4,1,0,0,0,0,19,3,
827,Montell Owens,JAX,28,13,4,,,,,,,,,,,,8,0,
828,Calvin Pace,NYJ,32,16,16,3.0,0,0,0,0,2,1,0,1,0,0,35,20,
829,Stephen Paea,CHI,24,15,14,2.5,,,,,,,,,,,13,11,
830,Ashlee Palmer,DET,26,16,2,,,,,,,,,,,,9,1,
831,Carson Palmer,OAK,33,15,15,,,,,,,0,7,2,-3,0,2,0,
832,Nathan Palmer,IND,23,5,0,,,,,,,0,0,1,0,0,,,
833,Roscoe Parrish,TAM,30,13,0,,,,,,,0,1,1,0,0,,,
834,Johnny Patrick,NOR,24,15,1,,0,0,0,0,2,,,,,,21,3,
835,Dimitri Patterson,2TM,29,9,6,,0,0,0,0,5,,,,,,30,3,
836,Mike Patterson,PHI,29,5,0,1.0,,,,,,,,,,,3,3,
837,Niles Paul,WAS,23,16,4,,,,,,,0,1,0,0,0,6,3,
838,Spencer Paysinger,NYG,24,16,3,,,,,,,1,0,1,0,0,11,8,
839,Cedric Peerman,CIN,26,14,1,,,,,,,0,0,1,0,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
840,Domata Peko,CIN,28,16,16,2.0,0,0,0,0,3,0,0,1,0,0,23,30,
841,Jeris Pendleton,JAX,29,4,0,,,,,,,,,,,,1,0,
842,Donald Penn,TAM,29,16,16,,,,,,,0,0,1,0,0,,,
843,Julius Peppers*,CHI,32,16,16,11.5,0,0,0,0,2,1,0,4,6,0,32,7,
844,Charlie Peprah,DAL,29,5,1,,1,27,0,27,2,,,,,,7,4,
845,Nick Perry,GNB,22,6,5,2.0,0,0,0,0,1,,,,,,13,5,
846,Corey Peters,ATL,24,10,8,,0,0,0,0,1,1,0,0,0,0,11,4,
847,Adrian Peterson*+,MIN,27,16,16,,,,,,,0,4,0,0,0,2,0,
848,Mike Peterson,ATL,36,16,3,,,,,,,,,,,,10,4,
849,Patrick Peterson*,ARI,22,16,16,,7,64,0,31,17,0,7,5,60,0,52,3,
850,Austin Pettis,STL,24,14,2,,,,,,,,,,,,1,0,
851,Jason Phillips,CAR,26,16,2,,,,,,,1,0,0,0,0,18,4,
852,John Phillips,DAL,25,16,9,,,,,,,0,0,1,0,0,,,
853,Kenny Phillips,NYG,26,7,6,,0,0,0,0,3,,,,,,18,6,
854,Shaun Phillips,SDG,31,16,16,9.5,0,0,0,0,3,2,0,3,0,1,33,17,1
855,Ryan Pickett,GNB,33,16,16,,0,0,0,0,1,,,,,,27,24,
856,Bernard Pierce,BAL,22,16,0,,,,,,,0,0,1,0,0,,,
857,Jason Pierre-Paul*,NYG,23,16,15,6.5,1,28,1,28,5,1,0,1,10,0,43,23,
858,Kealoha Pilares,CAR,24,8,0,,,,,,,,,,,,2,2,
859,Ropati Pitoitua,KAN,27,15,10,2.0,0,0,0,0,1,1,0,0,0,0,32,19,
860,Adam Podlesh,CHI,29,16,0,,,,,,,,,,,,1,0,
861,Dontari Poe,KAN,22,16,16,,0,0,0,0,4,,,,,,28,10,
862,Quinton Pointer,STL,24,6,0,,,,,,,,,,,,1,0,
863,Troy Polamalu,PIT,31,7,7,1.0,1,1,0,1,3,,,,,,29,5,
864,Chris Polk,PHI,23,7,0,,,,,,,1,0,0,0,0,,,
865,Bernard Pollard,BAL,28,13,13,2.0,1,0,0,0,6,,,,,,71,27,
866,Christian Ponder,MIN,24,16,16,,,,,,,0,7,2,0,0,1,0,
867,Brady Poppinga,DAL,33,4,1,,0,0,0,0,1,,,,,,7,5,
868,Tracy Porter,DEN,26,6,4,,1,43,1,43,6,,,,,,16,5,
869,Paul Posluszny,JAX,28,16,16,2.0,3,20,0,13,7,2,0,0,0,0,106,33,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
