
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
857,Matt McCoy,SEA,29,4,1,,,,,,,,,,,,8,7,
858,Danny McCray,DAL,23,14,0,1.0,,,,,,1,0,1,0,0,15,3,
859,Tony McDaniel,MIA,26,12,1,2.5,0,0,0,0,2,,,,,,13,6,
860,Brandon McDonald,DET,26,13,0,,0,0,0,0,2,0,1,0,0,0,13,6,
861,Clinton McDonald,SEA,24,15,1,,,,,,,0,1,1,2,0,21,14,
862,Ray McDonald,SFO,27,15,15,5.5,0,0,0,0,2,3,0,1,0,0,29,10,
863,Bryant McFadden,PIT,30,13,1,,0,0,0,0,1,1,0,0,0,0,7,3,
864,Darren McFadden,OAK,24,7,7,,,,,,,0,1,2,0,0,2,0,
865,Willis McGahee*,DEN,30,15,14,,,,,,,0,4,1,0,0,1,0,
866,Terrence McGee,BUF,31,6,6,,0,0,0,0,2,,,,,,26,2,
867,Jon McGraw,KAN,32,10,9,1.0,3,4,0,4,6,1,1,0,0,0,31,16,
868,Rocky McIntosh,WAS,29,15,8,1.0,0,0,0,0,1,,,,,,38,27,
869,Corey McIntyre,BUF,32,16,1,,,,,,,,,,,,11,2,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
870,Garrett McIntyre,NYJ,27,13,3,,,,,,,2,1,0,0,0,5,8,
871,Leodis McKelvin,BUF,26,16,6,,1,21,0,21,8,0,1,3,0,0,27,8,
872,Kareem McKenzie,NYG,32,16,16,,,,,,,0,0,1,0,0,1,0,
873,Brandon McKinney,BAL,28,12,0,,,,,,,1,0,0,0,0,8,6,
874,Bryant McKinnie,BAL,32,16,16,,,,,,,0,0,1,0,0,,,
875,Joe McKnight,NYJ,23,15,0,,,,,,,1,3,1,0,0,1,0,
876,Steve McLendon,PIT,25,14,1,1.0,,,,,,,,,,,9,4,
877,Sherrick McManis,HOU,24,9,0,,,,,,,1,1,0,0,0,0,1,
878,Randy McMichael,SDG,32,16,14,,,,,,,0,0,1,0,0,5,2,
879,Donovan McNabb,MIN,35,6,6,,,,,,,0,2,0,0,0,2,0,
880,Pernell McPhee,BAL,23,16,0,6.0,0,0,0,0,2,1,0,1,0,0,16,7,
881,Paul McQuistan,SEA,28,16,10,,,,,,,0,0,1,0,0,2,0,
882,Gerald McRath,TEN,25,12,0,,0,0,0,0,1,,,,,,10,4,
883,Robert Meachem,NOR,27,16,8,,,,,,,,,,,,3,0,
884,Brandon Mebane,SEA,26,16,16,,0,0,0,0,1,,,,,,40,16,
885,Brad Meester,JAX,34,16,16,,,,,,,0,0,1,0,0,,,
886,Henry Melton,CHI,25,15,15,7.0,,,,,,,,,,,18,6,
887,Rashard Mendenhall,PIT,24,15,15,,,,,,,0,1,0,0,0,1,0,
888,Brandon Meriweather,CHI,27,12,4,,0,0,0,0,2,,,,,,19,13,
889,Phillip Merling,MIA,26,10,1,,0,0,0,0,2,,,,,,3,1,
890,Shawne Merriman,BUF,27,5,5,1.0,,,,,,,,,,,7,2,
891,William Middleton,JAX,25,11,6,,1,11,0,11,3,,,,,,29,6,
892,Quintin Mikell,STL,31,16,16,1.0,2,11,0,11,5,5,0,1,14,0,75,16,
893,Jeromy Miles,CIN,24,16,0,,,,,,,,,,,,15,1,
894,Brit Miller,STL,25,12,1,,,,,,,,,,,,7,0,
895,Bruce Miller,SFO,24,15,8,,,,,,,0,1,0,0,0,4,2,
896,Heath Miller,PIT,29,16,16,,,,,,,0,1,1,0,0,6,0,
897,Roy Miller,TAM,24,16,3,,,,,,,,,,,,20,16,
898,Von Miller*,DEN,22,15,15,11.5,0,0,0,0,4,3,0,0,0,0,50,14,
899,Zach Miller,SEA,26,15,15,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
900,Jeremy Mincey,JAX,28,16,16,8.0,1,5,0,5,1,4,0,1,0,0,40,17,
901,Koa Misi,MIA,24,12,9,1.0,0,0,0,0,1,,,,,,23,8,
902,Carlton Mitchell,CLE,23,12,0,,,,,,,,,,,,3,0,
903,Earl Mitchell,HOU,24,16,0,1.0,0,0,0,0,1,0,0,2,0,0,14,14,
904,Jayme Mitchell,CLE,27,14,13,1.5,0,0,0,0,2,1,0,1,2,0,26,8,
905,Marvin Mitchell,MIA,27,16,0,1.0,1,55,0,55,2,1,0,0,0,0,25,5,
906,Michael Mitchell,OAK,24,13,4,1.0,1,0,0,0,6,,,,,,18,9,
907,Fili Moala,IND,26,14,14,2.0,,,,,,,,,,,13,9,
908,Arthur Moats,BUF,23,14,0,2.5,,,,,,1,0,1,0,0,8,14,
909,Antwaun Molden,NWE,26,16,2,,2,40,0,27,3,0,0,1,0,0,22,11,
910,Eugene Monroe,JAX,24,15,14,,,,,,,0,0,2,0,0,,,
911,Will Montgomery,WAS,28,16,16,,,,,,,0,1,0,-8,0,2,0,
912,Brandon Moore*,NYJ,31,16,16,,,,,,,,,,,,4,0,
913,D.J. Moore,CHI,24,13,1,,4,31,1,20,8,,,,,,31,13,
914,Denarius Moore,OAK,23,13,10,,,,,,,0,1,0,0,0,4,0,
915,Evan Moore,CLE,26,16,4,,,,,,,,,,,,2,0,
916,Kyle Moore,BUF,25,4,0,,,,,,,,,,,,3,1,
917,Marlon Moore,MIA,24,15,9,,,,,,,,,,,,3,0,
918,Matt Moore,MIA,27,13,12,,,,,,,0,14,3,-31,0,2,0,
919,Mewelde Moore,PIT,29,12,0,,,,,,,0,2,0,0,0,2,0,
920,Rahim Moore,DEN,21,15,7,,1,18,0,18,2,0,0,1,0,0,28,3,
921,Sterling Moore,NWE,21,6,3,,2,26,1,21,4,,,,,,8,2,
922,William Moore,ATL,26,12,11,0.5,2,56,0,29,9,2,0,0,0,0,41,14,
923,Brian Moorman,BUF,35,16,0,,,,,,,,,,,,1,0,
924,Derrick Morgan,TEN,22,15,10,2.5,0,0,0,0,2,,,,,,22,8,
925,Maurice Morris,DET,32,16,5,,,,,,,0,1,0,0,0,2,1,
926,Kirk Morrison,BUF,29,14,0,1.0,0,0,0,0,1,,,,,,6,1,
927,C.J. Mosley,JAX,28,15,3,1.0,,,,,,1,0,0,0,0,14,10,
928,Jarvis Moss,OAK,27,14,1,1.5,0,0,0,0,1,,,,,,11,5,
929,Santana Moss,WAS,32,12,12,,,,,,,,,,,,4,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
930,Adrian Moten,2TM,23,12,0,,,,,,,0,0,1,0,0,5,2,
931,Scott Mruczkowski,SDG,29,10,1,,,,,,,,,,,,1,0,
932,Ovie Mughelli,ATL,31,7,5,,,,,,,,,,,,2,1,
933,Daniel Muir,IND,28,4,2,,,,,,,,,,,,8,3,
934,Matthew Mulligan,NYJ,26,16,9,,,,,,,0,0,1,0,0,,,
935,Ryan Mundy,PIT,26,16,0,,1,5,0,5,1,2,0,0,0,0,20,17,
936,Captain Munnerlyn,CAR,23,14,14,2.0,0,0,0,0,5,2,0,1,0,0,37,15,
937,Louis Murphy,OAK,24,11,1,,,,,,,,,,,,1,0,
938,DeMarco Murray,DAL,23,13,7,,,,,,,0,1,2,0,0,,,
939,Rico Murray,CIN,24,1,0,,,,,,,,,,,,1,0,
940,Brandon Myers,OAK,26,16,7,,,,,,,,,,,,0,1,
941,Chris Myers*,HOU,30,16,16,,,,,,,1,0,0,0,0,1,0,
942,Legedu Naanee,CAR,28,15,10,,,,,,,,,,,,3,0,
943,Jesse Nading,HOU,26,11,0,0.5,,,,,,2,0,1,0,0,9,2,
944,Haruki Nakamura,BAL,25,15,0,,0,0,0,0,2,,,,,,2,5,
945,Nedu Ndukwe,OAK,26,2,0,,1,0,0,0,1,,,,,,2,0,
946,Mike Neal,GNB,24,7,0,,,,,,,,,,,,2,2,
947,Andre Neblett,CAR,23,12,4,2.5,,,,,,0,0,2,0,0,15,8,
948,Chris Neild,WAS,24,16,0,2.0,,,,,,1,0,0,0,0,4,6,
949,David Nelson,BUF,25,16,13,,,,,,,,,,,,4,0,
950,Jonathan Nelson,CAR,23,2,1,,1,20,0,20,1,,,,,,6,3,
951,Jordy Nelson,GNB,26,16,9,,,,,,,,,,,,1,0,
952,Reggie Nelson,CIN,28,16,16,2.0,4,115,1,75,12,2,0,0,0,0,59,26,
953,Tom Nelson,PHI,25,4,0,,,,,,,,,,,,2,0,
954,Drake Nevis,IND,22,5,0,,0,0,0,0,1,,,,,,9,10,
955,Marshall Newhouse,GNB,23,16,13,,,,,,,0,1,1,0,0,,,
956,Terence Newman,DAL,33,14,14,,4,80,1,43,8,0,0,1,7,0,45,8,
957,Cam Newton*,CAR,22,16,16,,,,,,,0,5,3,-4,0,1,0,
958,Haloti Ngata*+,BAL,27,16,16,5.0,0,0,0,0,6,2,0,3,28,1,36,28,
959,Stephen Nicholas,ATL,28,10,8,,0,0,0,0,1,2,0,1,2,0,17,18,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
960,Hakeem Nicks,NYG,23,15,15,,,,,,,,,,,,2,0,
961,Rob Ninkovich,NWE,27,16,16,6.5,2,30,1,18,4,1,0,3,0,0,43,31,
962,David Nixon,STL,26,8,0,,,,,,,1,0,0,0,0,6,0,
963,Troy Nolan,HOU,25,14,3,0.5,0,0,0,0,4,,,,,,25,7,
964,Eric Norwood,CAR,23,13,0,,,,,,,,,,,,3,5,
965,Jordan Norwood,CLE,25,14,4,,,,,,,0,1,1,0,0,,,
966,Ogemdi Nwagbuo,2TM,26,8,1,,,,,,,,,,,,6,3,
967,Uche Nwaneri,JAX,27,16,16,,,,,,,0,0,1,0,0,1,0,
968,Jake O'Connell,KAN,26,8,4,,,,,,,0,0,1,0,0,,,
969,Ben Obomanu,SEA,28,16,7,,,,,,,0,0,1,0,0,3,0,
970,Jared Odrick,MIA,24,16,7,6.0,1,39,0,39,2,1,0,0,0,0,20,1,
971,Kevin Ogletree,DAL,24,14,1,,,,,,,0,1,0,0,0,1,0,
972,Frank Okam,TAM,26,9,3,,,,,,,,,,,,15,1,
973,Amobi Okoye,CHI,24,16,1,4.0,0,0,0,0,1,,,,,,18,9,
974,Paul Oliver,SDG,27,13,1,,1,7,0,7,4,,,,,,15,3,
975,Greg Olsen,CAR,26,16,13,,,,,,,0,1,0,0,0,2,0,
976,Igor Olshansky,MIA,29,8,0,,,,,,,,,,,,4,3,
977,Kenny Onatolu,MIN,29,16,1,,,,,,,,,,,,12,2,
978,Brian Orakpo,WAS,25,16,16,9.0,0,0,0,0,5,3,0,1,0,0,35,25,
979,Dan Orlovsky,IND,28,8,5,,,,,,,0,7,1,0,0,,,
980,Kyle Orton,2TM,29,9,8,,,,,,,0,4,0,0,0,2,0,
981,Kassim Osgood,JAX,31,12,2,,,,,,,,,,,,8,1,
982,Michael Otto,TEN,28,15,1,,,,,,,,,,,,0,1,
983,Chris Owens,ATL,25,14,2,1.0,0,0,0,0,5,,,,,,28,7,
984,Montell Owens*,JAX,27,13,0,,,,,,,2,0,0,0,0,7,1,
985,Akwasi Owusu-Ansah,2TM,23,7,2,,,,,,,,,,,,12,7,
986,Calvin Pace,NYJ,31,16,16,4.5,1,8,0,8,2,3,0,1,0,0,53,19,
987,Stephen Paea,CHI,23,11,0,2.0,,,,,,,,,,,8,6,1
988,Jarrad Page,2TM,27,11,5,,0,0,0,0,2,,,,,,28,10,
989,Curtis Painter,IND,26,9,8,,,,,,,0,5,1,-17,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
990,Ashlee Palmer,DET,25,16,0,,,,,,,,,,,,3,0,
991,Carson Palmer,OAK,32,10,9,,,,,,,0,2,1,-1,0,1,0,
992,Michael Palmer,ATL,23,16,2,,,,,,,,,,,,0,1,
993,Preston Parker,TAM,24,16,0,,,,,,,0,8,4,-8,0,1,0,
994,Roscoe Parrish,BUF,29,2,2,,,,,,,,,,,,1,0,
995,Johnny Patrick,NOR,23,9,0,,,,,,,,,,,,5,1,
996,Dimitri Patterson,CLE,28,14,1,,0,0,0,0,12,,,,,,25,3,
997,Mike Patterson,PHI,28,15,15,2.5,,,,,,1,0,2,0,0,26,9,
998,Niles Paul,WAS,22,13,2,,,,,,,,,,,,2,2,
999,Scott Paxson,CLE,28,16,0,1.0,0,0,0,0,1,0,0,1,0,0,10,11,
1000,Spencer Paysinger,NYG,23,15,0,,,,,,,0,0,1,0,0,5,1,
1001,Erik Pears,BUF,29,16,16,,,,,,,0,0,1,0,0,2,0,
1002,Cedric Peerman,CIN,25,15,0,,,,,,,,,,,,1,3,
1003,Domata Peko,CIN,27,16,16,2.5,,,,,,1,0,1,0,0,34,32,
1004,Donald Penn,TAM,28,16,16,,,,,,,,,,,,1,1,
1005,Julius Peppers*,CHI,31,16,16,11.0,0,0,0,0,4,4,0,2,0,0,33,4,
1006,Charlie Peprah,GNB,28,16,14,,5,147,1,76,10,1,0,0,0,0,65,29,
1007,Corey Peters,ATL,23,15,15,3.0,1,1,0,1,3,0,0,1,13,1,22,5,
1008,Jason Peters*+,PHI,29,14,14,,,,,,,0,0,1,7,0,1,0,
1009,Adrian Peterson,MIN,26,12,12,,,,,,,0,1,3,0,0,1,0,
1010,Mike Peterson,ATL,35,15,4,,1,4,0,4,2,,,,,,18,6,
1011,Patrick Peterson*+,ARI,21,16,16,1.0,2,1,0,1,13,0,4,2,-1,0,59,5,
1012,Brandon Pettigrew,DET,26,16,16,,,,,,,,,,,,4,0,
1013,Austin Pettis,STL,23,12,3,,,,,,,0,2,0,0,0,2,0,
1014,Jason Phillips,CAR,25,4,0,,,,,,,,,,,,3,1,
1015,John Phillips,DAL,24,16,7,,,,,,,1,0,0,0,0,0,1,
1016,Kenny Phillips,NYG,25,15,15,,4,50,0,31,11,1,0,0,0,0,63,23,
1017,Shaun Phillips,SDG,30,12,12,3.5,2,0,0,0,5,,,,,,29,13,
1018,Ryan Pickett,GNB,32,14,14,,0,0,0,0,2,,,,,,25,8,
1019,Jason Pierre-Paul*+,NYG,22,16,12,16.5,0,0,0,0,7,2,0,0,0,0,72,21,1
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1020,Kealoha Pilares,CAR,23,12,0,,,,,,,0,1,1,0,0,3,1,
1021,Sabby Piscitelli,KAN,28,16,2,,0,0,0,0,1,1,0,0,0,0,28,6,
1022,Ropati Pitoitua,NYJ,26,14,0,1.0,,,,,,,,,,,11,8,
1023,Dennis Pitta,BAL,26,16,2,,,,,,,,,,,,2,1,
1024,Adam Podlesh,CHI,28,16,0,,,,,,,,,,,,2,0,
1025,Troy Polamalu*+,PIT,30,16,16,1.0,2,33,0,33,14,0,0,1,16,1,64,27,
1026,Lousaka Polite,NWE,30,1,0,,,,,,,,,,,,0,1,
1027,Bernard Pollard,BAL,27,16,13,2.0,1,0,0,0,14,3,0,1,0,0,55,20,
1028,Christian Ponder,MIN,23,11,10,,,,,,,0,6,0,-9,0,2,0,
1029,Brodney Pool,NYJ,27,14,6,0.5,1,0,0,0,3,0,0,1,33,0,27,9,
1030,Leonard Pope,KAN,28,16,10,,,,,,,,,,,,1,0,
1031,Brady Poppinga,STL,32,15,12,,0,0,0,0,2,1,0,2,0,0,37,14,
1032,Joe Porter,OAK,26,6,1,,,,,,,,,,,,7,3,
1033,Joey Porter,ARI,34,6,6,1.0,,,,,,,,,,,11,5,
1034,Quinn Porter,STL,25,12,0,,,,,,,0,1,1,-10,0,4,1,
1035,Tracy Porter,NOR,25,14,11,,1,-7,0,-7,10,2,0,1,0,0,42,10,
1036,Paul Posluszny,JAX,27,16,16,2.0,2,2,0,2,9,1,0,0,0,0,69,50,
1037,Sione Pouha,NYJ,32,16,15,1.0,0,0,0,0,3,1,0,2,0,0,41,16,1
1038,Maurkice Pouncey*+,PIT,22,14,14,,,,,,,,,,,,1,0,
1039,Mike Pouncey,MIA,22,16,16,,,,,,,0,0,1,0,0,3,1,
1040,Carlton Powell,ATL,26,3,0,,,,,,,,,,,,0,1,
1041,Jerraud Powers,IND,24,12,12,,2,19,1,13,6,,,,,,33,18,
1042,Matt Prater,DEN,27,16,0,,,,,,,,,,,,1,0,
1043,Chris Pressley,CIN,25,15,10,,,,,,,0,0,1,0,0,,,
1044,DeMario Pressley,CAR,26,1,0,,0,0,0,0,1,,,,,,3,2,
1045,Brian Price,TAM,22,15,14,3.0,,,,,,,,,,,19,4,
1046,Chris Prosinski,JAX,24,13,1,,,,,,,0,0,1,0,0,16,3,
1047,Julius Pruitt,MIA,26,9,0,,,,,,,,,,,,2,2,
1048,Myron Pryor,NWE,25,2,0,0.5,,,,,,,,,,,2,1,
1049,Jordan Pugh,CAR,23,12,1,,,,,,,1,0,0,0,0,17,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1050,Tanner Purdum,NYJ,25,16,0,,,,,,,,,,,,0,1,
1051,Glover Quin,HOU,25,16,16,,0,0,0,0,9,0,0,1,0,0,61,19,
1052,Robert Quinn,STL,21,15,1,5.0,0,0,0,0,2,1,0,0,0,0,20,3,
1053,Neil Rackers,HOU,35,16,0,,,,,,,,,,,,2,1,
1054,Will Rackley,JAX,22,15,14,,,,,,,,,,,,3,0,
1055,B.J. Raji*,GNB,25,16,16,3.0,0,0,0,0,2,0,0,1,1,0,14,10,
1056,Jay Ratliff*,DAL,30,16,16,2.0,0,0,0,0,3,0,0,1,0,0,29,9,
1057,Mistral Raymond,MIN,24,10,5,,1,31,0,31,3,0,0,1,26,0,10,12,
1058,Dave Rayner,2TM,29,17,0,,,,,,,,,,,,1,0,
1059,Cory Redding,BAL,31,15,11,4.5,0,0,0,0,3,0,0,1,0,0,29,14,
1060,Isaac Redman,PIT,27,16,1,,,,,,,0,2,0,0,0,2,0,
1061,Marcel Reece,OAK,26,12,6,,,,,,,0,1,1,0,0,,,
1062,Brooks Reed,HOU,24,16,11,6.0,0,0,0,0,3,1,0,2,0,0,31,14,
1063,David Reed,BAL,24,11,0,,,,,,,0,3,0,0,0,0,1,
1064,Ed Reed*,BAL,33,16,16,1.0,3,25,0,16,10,1,0,0,0,0,44,8,
1065,Nick Reed,2TM,24,10,0,,0,0,0,0,1,,,,,,4,2,
1066,Allen Reisner,MIN,23,6,0,,,,,,,,,,,,1,0,
1067,Joe Reitz,IND,26,11,9,,,,,,,0,0,1,0,0,2,0,
1068,Darrelle Revis*+,NYJ,26,16,16,,4,184,1,100,21,,,,,,41,11,
1069,Vincent Rey,CIN,24,16,0,,,,,,,,,,,,6,0,
1070,Garrett Reynolds,ATL,24,16,7,,,,,,,,,,,,2,0,
1071,Kerry Rhodes,ARI,29,7,7,2.0,0,0,0,0,4,0,0,2,1,0,26,8,
1072,Sidney Rice,SEA,25,9,9,,,,,,,0,1,0,0,0,1,0,
1073,Jamey Richard,IND,27,9,0,,,,,,,,,,,,1,0,
1074,Barry Richardson,KAN,25,16,16,,,,,,,,,,,,1,0,
1075,Perry Riley,WAS,23,16,8,1.0,0,0,0,0,4,0,0,2,3,0,34,33,
1076,Chad Rinehart,BUF,26,16,12,,,,,,,0,0,1,-8,0,2,0,
1077,Javon Ringer,TEN,24,12,0,,,,,,,0,1,1,0,0,1,0,
1078,Philip Rivers*,SDG,30,16,16,,,,,,,0,9,3,-1,0,1,0,
1079,Nick Roach,CHI,26,16,15,,0,0,0,0,4,,,,,,31,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1080,Fred Robbins,STL,34,15,15,1.0,0,0,0,0,2,,,,,,21,8,
1081,Andre Roberts,ARI,23,16,16,,,,,,,0,1,2,0,0,6,0,
1082,Dunta Robinson,ATL,29,16,16,,2,28,0,14,10,,,,,,39,10,
1083,Laurent Robinson,DAL,26,14,4,,,,,,,,,,,,2,0,
1084,Michael Robinson*,SEA,28,14,4,,,,,,,1,1,0,0,0,6,5,
1085,Patrick Robinson,NOR,24,15,7,,4,31,0,25,15,,,,,,38,9,
1086,Brian Robiskie,2TM,24,6,2,,,,,,,,,,,,0,1,
1087,Brian Robison,MIN,28,16,16,8.0,0,0,0,0,1,3,0,2,0,0,27,17,
1088,Courtney Roby,NOR,28,16,0,,,,,,,0,1,0,0,0,7,1,
1089,Saverio Rocca,WAS,38,16,0,,,,,,,,,,,,2,0,
1090,Aaron Rodgers*+,GNB,28,15,15,,,,,,,0,5,2,0,0,1,0,
1091,Jacquizz Rodgers,ATL,21,16,0,,,,,,,0,1,0,0,0,3,1,
1092,Dominique Rodgers-Cromartie,PHI,25,13,3,1.0,0,0,0,0,6,,,,,,24,2,
1093,Ben Roethlisberger*,PIT,29,15,15,,,,,,,0,9,3,-10,0,2,0,
1094,Carlos Rogers*,SFO,30,16,16,,6,106,1,31,19,,,,,,40,3,
1095,Justin Rogers,BUF,23,13,1,,1,15,0,15,4,,,,,,14,2,
1096,Shaun Rogers,NOR,32,16,4,,0,0,0,0,1,,,,,,14,8,
1097,Antrel Rolle,NYG,29,16,16,,2,-1,0,0,4,1,0,0,0,0,82,14,
1098,Brian Rolle,PHI,23,16,13,1.0,0,0,0,0,4,1,0,1,22,1,41,13,
1099,Tony Romo,DAL,31,16,16,,,,,,,0,7,6,-3,0,,,
1100,Michael Roos,TEN,29,16,16,,,,,,,,,,,,3,1,
1101,Dante Rosario,2TM,27,16,3,,,,,,,,,,,,9,0,
1102,Aaron Ross,NYG,29,16,15,,4,19,0,19,13,0,2,0,0,0,46,14,
1103,Matt Roth,JAX,29,9,9,3.5,,,,,,0,0,1,5,0,18,6,
1104,Stanford Routt,OAK,28,16,15,,4,7,0,3,15,,,,,,42,7,
1105,Eddie Royal,DEN,25,12,8,,,,,,,,,,,,1,0,
1106,Ahtyba Rubin,CLE,25,16,16,5.0,,,,,,,,,,,55,27,
1107,Chris Rucker,IND,23,15,4,,0,0,0,0,2,0,0,1,-1,0,25,11,
1108,Frostee Rucker,CIN,28,16,11,4.0,0,0,0,0,2,,,,,,32,12,
1109,Kevin Rutland,JAX,23,14,4,,1,37,0,25,1,,,,,,18,3,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1110,Barrett Ruud,TEN,28,9,9,,1,4,0,4,3,,,,,,40,17,
1111,Jon Ryan,SEA,30,16,0,,,,,,,,,,,,3,0,
1112,Matt Ryan,ATL,26,16,16,,,,,,,0,5,2,0,0,1,0,
1113,DeMeco Ryans,HOU,27,16,16,,0,0,0,0,4,1,0,0,0,0,44,20,
1114,Rodger Saffold,STL,23,9,9,,,,,,,,,,,,1,0,
1115,Brandon Saine,GNB,23,8,0,,,,,,,,,,,,4,0,
1116,Greg Salas,STL,23,6,0,,,,,,,0,3,0,0,0,1,0,
1117,DeMarco Sampson,ARI,26,12,0,,,,,,,,,,,,1,0,
1118,Asante Samuel,PHI,30,14,14,,3,53,1,20,10,1,0,1,0,0,30,4,
1119,Garrison Sanborn,BUF,26,16,0,,,,,,,,,,,,0,1,
1120,Mark Sanchez,NYJ,25,16,16,,,,,,,0,10,1,-18,0,2,0,
1121,Bob Sanders,SDG,30,2,2,,,,,,,,,,,,7,5,
1122,Emmanuel Sanders,PIT,24,11,0,,,,,,,0,0,1,0,0,1,1,
1123,James Sanders,ATL,28,15,6,,0,0,0,0,2,0,0,1,25,0,30,11,
1124,Brian Sanford,CLE,24,5,0,,,,,,,,,,,,3,2,
1125,Jamarca Sanford,MIN,26,15,15,,2,69,0,52,5,1,0,2,3,0,44,29,
1126,Dane Sanzenbacher,CHI,23,16,1,,,,,,,,,,,,4,0,
1127,Benny Sapp,2TM,30,8,4,,0,0,0,0,5,,,,,,23,7,
1128,Tyler Sash,NYG,23,16,0,,,,,,,1,0,0,0,0,12,5,
1129,Jeff Saturday,IND,36,16,16,,,,,,,0,0,1,0,0,1,0,
1130,Weslye Saunders,PIT,22,16,6,,,,,,,,,,,,2,0,
1131,Orlando Scandrick,DAL,24,13,7,2.0,1,0,0,0,5,,,,,,42,7,
1132,Brian Schaefering,CLE,28,16,0,0.5,,,,,,,,,,,18,11,
1133,Matt Schaub,HOU,30,10,10,,,,,,,0,3,1,-13,0,,,
1134,Tony Scheffler,DET,28,15,5,,,,,,,0,1,1,0,0,2,0,
1135,Shann Schillinger,ATL,25,16,0,,,,,,,,,,,,0,5,
1136,Owen Schmitt,PHI,26,16,5,,,,,,,,,,,,1,1,
1137,O'Brien Schofield,ARI,24,16,0,4.5,,,,,,2,0,0,0,0,23,4,
1138,Mike Scifres,SDG,31,16,0,,,,,,,,,,,,1,0,
1139,Josh Scobee,JAX,29,16,0,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1140,Bart Scott,NYJ,31,16,15,4.5,0,0,0,0,1,1,0,1,9,0,54,12,
