
1455,Leon Williams,DAL,27,11,0,,,,,,,0,0,1,0,0,7,1,
1456,Madieu Williams,MIN,29,14,13,0.5,1,0,0,0,2,1,0,0,0,0,50,25,
1457,Mario Williams,HOU,25,13,13,8.5,0,0,0,0,2,1,0,0,0,0,22,6,
1458,Mike Williams,SEA,26,14,13,,,,,,,,,,,,2,0,
1459,Mike Williams,TAM,23,16,16,,,,,,,0,3,1,0,0,3,0,
1460,Pat Williams,MIN,38,16,16,,,,,,,1,0,0,0,0,22,8,
1461,Ricky Williams,MIA,33,16,0,,,,,,,0,4,2,0,0,,,
1462,Roy Williams,CIN,30,12,11,1.0,1,0,0,0,1,1,0,3,1,0,38,21,
1463,Roy Williams,DAL,29,15,9,,,,,,,0,3,0,0,0,1,0,
1464,Roydell Williams,WAS,29,16,0,,,,,,,,,,,,5,3,
1465,Sam Williams,OAK,30,16,0,,,,,,,,,,,,8,3,
1466,Stephen Williams,ARI,24,11,3,,,,,,,,,,,,1,0,
1467,Tramon Williams*,GNB,27,16,16,1.0,6,87,0,64,20,1,2,3,5,0,50,7,
1468,Trent Williams,WAS,22,14,13,,,,,,,,,,,,1,0,
1469,Matt Willis,DEN,26,6,0,,,,,,,,,,,,0,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1470,Patrick Willis*+,SFO,25,15,15,6.0,0,0,0,0,5,2,0,0,0,0,101,27,
1471,Adrian Wilson*,ARI,31,16,16,2.0,2,4,0,4,9,,,,,,76,12,
1472,C.J. Wilson,GNB,23,15,2,1.0,,,,,,,,,,,12,6,
1473,C.J. Wilson,CAR,25,8,0,,,,,,,0,0,1,0,0,10,3,
1474,Chris Wilson,WAS,28,16,0,,,,,,,2,1,0,0,0,12,6,
1475,E.J. Wilson,2TM,23,2,0,,,,,,,,,,,,1,0,
1476,Eugene Wilson,HOU,30,14,13,,0,0,0,0,3,,,,,,41,15,
1477,George Wilson,BUF,29,16,2,,2,65,0,56,4,1,0,1,0,0,26,9,
1478,Josh Wilson,BAL,25,14,9,,3,12,1,12,14,0,1,1,0,0,37,3,
1479,Kion Wilson,SDG,24,14,6,,,,,,,1,0,0,0,0,0,1,
1480,Kris Wilson,SDG,29,14,7,,,,,,,0,1,0,0,0,6,1,
1481,Kyle Wilson,NYJ,23,16,6,,0,0,0,0,5,0,2,1,0,0,16,3,
1482,Rod Wilson,CHI,29,15,0,,,,,,,,,,,,8,2,
1483,Kamerion Wimbley,OAK,27,16,16,9.0,0,0,0,0,1,1,0,0,0,0,46,12,
1484,Jamie Winborn,TEN,31,6,3,,,,,,,,,,,,8,4,
1485,Mike Windt,SDG,24,11,0,,,,,,,,,,,,0,1,
1486,Antoine Winfield*,MIN,33,16,16,2.0,2,41,0,41,5,1,0,1,45,1,73,18,
1487,Eric Winston,HOU,27,16,16,,,,,,,0,0,2,0,0,,,
1488,Coy Wire,ATL,32,15,0,,,,,,,0,0,1,0,0,8,4,
1489,Will Witherspoon,TEN,30,16,16,3.0,2,11,0,9,7,1,0,0,0,0,63,29,
1490,Jason Witten*+,DAL,28,16,16,,,,,,,0,1,0,0,0,1,0,
1491,Garrett Wolfe,CHI,26,16,0,,,,,,,,,,,,11,3,
1492,Floyd Womack,CLE,32,16,15,,,,,,,0,0,2,0,0,,,
1493,Eric Wood,BUF,24,14,14,,,,,,,0,0,1,0,0,,,
1494,LaMarr Woodley,PIT,26,16,16,10.0,2,22,1,14,5,3,0,2,19,0,35,15,
1495,Al Woods,TAM,23,9,0,0.5,,,,,,,,,,,12,5,
1496,Pierre Woods,2TM,28,6,0,1.0,,,,,,,,,,,5,2,
1497,Charles Woodson*,GNB,34,16,16,2.0,2,48,1,48,13,5,0,0,0,0,76,16,
1498,Damien Woody,NYJ,33,13,13,,,,,,,0,0,1,0,0,,,
1499,Wesley Woodyard,DEN,24,11,3,1.0,,,,,,,,,,,20,4,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1500,Corey Wootton,CHI,23,6,0,1.0,,,,,,,,,,,3,2,
1501,Jason Worilds,PIT,22,14,0,2.0,0,0,0,0,1,0,0,1,0,0,2,5,
1502,Eric Wright,CLE,25,13,10,,1,0,0,0,9,0,0,1,11,0,36,6,
1503,Jason Wright,ARI,28,15,1,,,,,,,0,1,0,0,0,8,4,
1504,Major Wright,CHI,22,11,0,,,,,,,,,,,,17,4,
1505,Mike Wright,NWE,28,10,5,5.5,0,0,0,0,1,,,,,,11,3,
1506,DeShawn Wynn,2TM,27,7,0,,,,,,,,,,,,1,0,
1507,Jarius Wynn,GNB,24,9,0,1.5,,,,,,,,,,,3,2,
1508,Ashton Youboty,BUF,26,13,0,,,,,,,,,,,,1,1,
1509,Darrel Young,WAS,23,16,0,,,,,,,,,,,,12,1,
1510,Usama Young,NOR,25,11,3,1.0,0,0,0,0,3,,,,,,21,2,
1511,Vince Young,TEN,27,9,8,,,,,,,0,6,1,-2,0,,,
1512,Tom Zbikowski,BAL,25,8,6,,,,,,,,,,,,14,4,
1513,Dominique Zeigler,SFO,26,11,0,,,,,,,,,,,,3,0,
1514,Frank Zombo,GNB,23,13,8,4.0,,,,,,2,0,0,0,0,28,10,
1515,Jeremy Zuttah,TAM,24,15,9,,,,,,,0,1,1,-2,0,,,
