
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
600,Demontre Hurst,CHI,23,12,1,,1,0,0,0,1,1,0,0,0,0,23,9,
601,James Hurst,BAL,23,12,4,,,,,,,,,,,,1,0,
602,Micah Hyde,GNB,24,12,10,1.0,2,9,0,9,5,,,,,,39,13,
603,James Ihedigbo,DET,31,9,9,2.0,3,75,0,70,7,2,0,1,0,0,42,9,
604,Duke Ihenacho,WAS,25,3,0,,,,,,,,,,,,0,1,
605,George Iloka,CIN,24,12,12,,3,58,0,28,9,,,,,,37,18,
606,Melvin Ingram,SDG,25,5,5,1.0,0,0,0,0,1,1,0,1,0,0,10,6,
607,Bruce Irvin,SEA,27,11,9,4.0,1,35,1,35,1,,,,,,14,9,
608,Nate Irving,DEN,26,8,8,1.0,,,,,,,,,,,26,20,1
609,Kemal Ishmael,ATL,23,12,7,,4,37,1,23,5,,,,,,46,23,
610,Mike Iupati,SFO,27,11,11,,,,,,,,,,,,2,0,
611,Chris Ivory,NYJ,26,12,8,,,,,,,0,1,1,0,0,,,
612,Andrew Jackson,IND,22,9,0,,,,,,,,,,,,1,2,
613,Asa Jackson,BAL,25,5,4,,0,0,0,0,1,,,,,,16,3,
614,D'Qwell Jackson,IND,31,12,12,4.0,0,0,0,0,1,1,0,3,35,1,59,42,
615,DeSean Jackson,WAS,28,12,10,,,,,,,,,,,,1,0,
616,Fred Jackson,BUF,33,10,5,,,,,,,0,4,3,0,0,,,
617,Kareem Jackson,HOU,26,9,9,,1,65,0,65,6,,,,,,36,6,
618,Malik Jackson,DEN,24,12,1,2.0,,,,,,1,0,0,0,0,18,9,
619,Tyson Jackson,ATL,28,12,12,,0,0,0,0,2,,,,,,9,10,
620,Vincent Jackson,TAM,31,12,12,,,,,,,0,1,0,0,0,4,0,
621,Ben Jacobs,CAR,26,12,0,,,,,,,,,,,,4,1,
622,Nic Jacobs,JAX,23,9,4,,,,,,,,,,,,1,0,
623,Ja'Wuan James,MIA,22,12,12,,,,,,,,,,,,1,0,
624,Tim Jamison,HOU,28,12,1,1.5,,,,,,0,0,1,0,0,11,6,
625,J.J. Jansen,CAR,28,12,0,,,,,,,,,,,,1,0,
626,Jaiquawn Jarrett,NYJ,25,12,3,1.5,2,10,0,9,2,0,0,1,2,0,16,14,
627,Ricky Jean-Francois,IND,28,12,11,2.0,0,0,0,0,5,0,0,1,0,0,12,8,
628,Tony Jefferson,ARI,22,12,6,1.0,0,0,0,0,1,,,,,,55,6,
629,Alshon Jeffery,CHI,24,13,13,,,,,,,0,1,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
630,Cullen Jenkins,NYG,33,8,7,,0,0,0,0,1,0,0,1,0,0,7,5,
631,Janoris Jenkins,STL,26,10,9,,2,124,2,99,4,1,0,0,0,0,40,3,
632,Jarvis Jenkins,WAS,26,12,10,,,,,,,,,,,,14,9,
633,Jelani Jenkins,MIA,22,12,11,3.5,0,0,0,0,1,2,0,0,0,0,70,25,
634,John Jenkins,NOR,25,9,1,,0,0,0,0,1,,,,,,8,6,
635,Malcolm Jenkins,PHI,27,12,12,,3,67,1,53,10,,,,,,40,12,
636,Mike Jenkins,TAM,29,1,0,,,,,,,,,,,,1,0,
637,Greg Jennings,MIN,31,12,9,,,,,,,0,1,0,0,0,2,0,
638,Rashad Jennings,NYG,29,8,8,,,,,,,0,1,0,0,0,0,1,
639,Tim Jennings,CHI,31,13,13,,0,0,0,0,6,1,0,1,17,0,33,9,
640,Jerrel Jernigan,NYG,25,2,1,,,,,,,,,,,,0,1,
641,Timmy Jernigan,BAL,22,8,0,2.0,,,,,,,,,,,4,8,
642,Tony Jerod-Eddie,SFO,24,12,0,,,,,,,,,,,,6,6,
643,John Jerry,NYG,28,12,12,,,,,,,0,0,1,0,0,4,0,
644,Luke Joeckel,JAX,23,12,12,,,,,,,,,,,,2,0,
645,Andre Johnson,HOU,33,12,12,,,,,,,0,3,0,0,0,3,0,
646,Anthony Johnson,MIA,21,6,0,,,,,,,0,0,1,0,0,1,0,
647,Austin Johnson,NOR,25,7,1,,,,,,,,,,,,3,0,
648,Calvin Johnson,DET,29,9,9,,,,,,,,,,,,2,0,
649,Charles Johnson,MIN,25,10,4,,,,,,,,,,,,1,0,
650,Charles Johnson,CAR,28,12,12,6.0,0,0,0,0,1,3,0,1,0,0,22,11,
651,Chris Johnson,NYJ,29,12,4,,,,,,,0,1,0,0,0,1,0,
652,Damaris Johnson,HOU,25,12,6,,,,,,,0,1,1,0,0,2,0,
653,Derrick Johnson,KAN,32,1,1,,,,,,,,,,,,4,0,
654,Dontae Johnson,SFO,23,12,0,,1,20,1,20,4,,,,,,8,3,
655,George Johnson,DET,27,12,0,4.0,0,0,0,0,1,,,,,,21,4,
656,James-Michael Johnson,KAN,25,12,9,,0,0,0,0,1,1,0,0,0,0,38,9,
657,Jarret Johnson,SDG,33,11,11,1.0,0,0,0,0,1,1,0,0,0,0,27,8,
658,Jeron Johnson,SEA,26,11,1,,0,0,0,0,1,0,0,1,0,0,9,6,
659,Lane Johnson,PHI,24,8,8,,,,,,,,,,,,1,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
660,Leonard Johnson,TAM,24,12,1,,0,0,0,0,2,2,0,0,0,0,19,12,
661,Michael Johnson,TAM,27,10,9,3.0,,,,,,1,0,0,0,0,16,4,
662,Nico Johnson,2TM,24,7,2,,,,,,,,,,,,8,7,
663,Randell Johnson,BUF,23,5,0,,,,,,,0,0,1,0,0,1,0,
664,Rashad Johnson,ARI,28,12,12,1.0,4,146,2,88,8,0,0,1,0,0,63,13,
665,Steve Johnson,SFO,28,12,1,,,,,,,,,,,,1,0,
666,Steven Johnson,DEN,26,10,3,,,,,,,0,0,1,0,0,14,6,
667,Tom Johnson,MIN,30,12,1,5.5,,,,,,1,0,0,0,0,11,7,
668,Trumaine Johnson,STL,24,5,3,,3,69,1,43,4,,,,,,19,1,
669,Will Johnson,PIT,25,12,2,,,,,,,,,,,,3,1,
670,Abry Jones,JAX,23,12,0,2.0,0,0,0,0,1,1,0,0,0,0,16,8,
671,Adam Jones,CIN,31,12,2,,1,12,0,12,10,0,1,1,0,0,40,13,
672,Arthur Jones,IND,28,5,1,0.5,,,,,,1,0,0,0,0,7,3,
673,Ben Jones,HOU,25,12,12,,,,,,,,,,,,2,0,
674,Brad Jones,GNB,28,9,1,,0,0,0,0,1,,,,,,8,4,
675,Chandler Jones,NWE,24,7,7,4.5,0,0,0,0,2,1,0,1,0,0,21,5,
676,Chris Jones,DAL,25,13,0,,,,,,,,,,,,1,0,
677,Chris Jones,NWE,24,11,8,2.5,,,,,,,,,,,9,9,
678,Christian Jones,CHI,23,13,2,,0,0,0,0,1,0,0,1,2,0,17,22,
679,Colin Jones,CAR,27,12,2,1.0,0,0,0,0,1,,,,,,10,4,
680,DaQuan Jones,TEN,23,4,0,,,,,,,,,,,,1,0,
681,Datone Jones,GNB,24,9,3,1.0,,,,,,,,,,,15,2,
682,Don Jones,2TM,24,10,0,,,,,,,,,,,,8,0,
683,Jacoby Jones,BAL,30,12,0,,,,,,,0,4,2,0,0,,,
684,James Jones,OAK,30,12,7,,,,,,,0,3,1,0,0,,,
685,Jarvis Jones,PIT,25,3,3,2.0,,,,,,1,0,0,0,0,7,7,
686,Jason Jones,DET,28,12,12,3.0,0,0,0,0,3,1,0,0,0,0,8,4,
687,Julio Jones,ATL,25,12,12,,0,0,0,0,1,0,2,1,0,0,3,0,
688,Reshad Jones,MIA,26,8,8,1.0,3,62,0,50,7,0,1,0,0,0,46,6,
689,Maurice Jones-Drew,OAK,29,10,1,,,,,,,0,1,0,0,0,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
690,Akeem Jordan,WAS,29,2,0,,,,,,,,,,,,0,1,
691,Cameron Jordan,NOR,25,12,12,6.0,1,6,0,6,5,0,0,1,0,0,25,13,
692,Dion Jordan,MIA,24,6,0,,0,0,0,0,1,,,,,,10,0,
693,Johnathan Joseph,HOU,30,12,12,,2,85,1,60,7,2,0,2,73,0,55,5,
694,Linval Joseph,MIN,26,12,12,2.5,0,0,0,0,1,,,,,,24,13,
695,Lamarcus Joyner,STL,24,8,0,,0,0,0,0,2,,,,,,32,3,
696,Kyle Juszczyk,BAL,23,12,11,,,,,,,0,1,0,0,0,3,0,
697,Colin Kaepernick,SFO,27,12,12,,,,,,,0,7,3,-6,0,,,
698,Matt Kalil,MIN,25,12,12,,,,,,,,,,,,1,0,
699,Ryan Kalil,CAR,29,12,12,,,,,,,0,1,0,0,0,3,0,
700,Frank Kearse,WAS,26,11,0,3.0,,,,,,,,,,,11,3,
701,Jermaine Kearse,SEA,24,12,11,,,,,,,1,0,0,0,0,2,0,
702,Brett Keisel,PIT,36,12,4,1.0,1,16,0,16,5,,,,,,8,9,
703,Thomas Keiser,ARI,25,3,1,,0,0,0,0,1,,,,,,1,1,
704,Jason Kelce,PHI,27,8,8,,,,,,,,,,,,1,0,
705,Tommy Kelly,ARI,34,12,10,1.0,0,0,0,0,1,,,,,,16,6,
706,Lance Kendricks,STL,26,12,10,,,,,,,,,,,,2,0,
707,Mychal Kendricks,PHI,24,8,7,3.0,0,0,0,0,2,2,0,0,0,0,42,12,
708,Devon Kennard,NYG,23,9,3,2.0,,,,,,,,,,,19,7,
709,Zach Kerr,IND,24,10,0,3.0,0,0,0,0,1,1,0,0,0,0,10,4,
710,Ryan Kerrigan,WAS,26,12,12,9.5,0,0,0,0,1,3,0,0,0,0,38,11,
711,Daniel Kilgore,SFO,27,7,7,,,,,,,,,,,,2,1,
712,Marquette King,OAK,26,12,0,,,,,,,,,,,,1,0,
713,Dre Kirkpatrick,CIN,25,12,0,,0,0,0,0,3,,,,,,14,3,
714,Christian Kirksey,CLE,22,12,6,2.0,0,0,0,0,3,,,,,,36,28,
715,Ishmaa'ily Kitchen,CLE,26,9,1,,,,,,,,,,,,12,19,
716,Mathias Kiwanuka,NYG,31,11,11,2.5,,,,,,2,0,0,0,0,20,8,
717,A.J. Klein,CAR,23,12,6,,,,,,,1,0,0,0,0,22,10,
718,Karl Klug,TEN,26,12,0,2.0,,,,,,,,,,,15,5,
719,Terrance Knighton,DEN,28,12,12,1.5,0,0,0,0,3,,,,,,13,10,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
720,Kyle Knox,NOR,25,8,0,,,,,,,,,,,,1,2,
721,Jordan Kovacs,2TM,24,4,0,,,,,,,,,,,,1,1,
722,Paul Kruger,CLE,28,12,11,8.0,0,0,0,0,4,2,0,0,0,0,27,11,
723,Luke Kuechly,CAR,23,12,12,3.0,0,0,0,0,6,1,0,1,0,0,78,47,
724,John Kuhn,GNB,32,12,1,,,,,,,,,,,,1,0,
725,Markus Kuhn,NYG,28,10,1,,,,,,,,,,,,6,5,
726,Eddie Lacy,GNB,23,12,12,,,,,,,0,2,0,0,0,1,0,
727,Kenny Ladler,BUF,22,2,0,,,,,,,,,,,,3,1,
728,L.P. Ladouceur,DAL,33,13,0,,,,,,,,,,,,0,1,
729,Brandon LaFell,NWE,28,12,9,,,,,,,,,,,,1,0,
730,Emmanuel Lamur,CIN,25,11,11,,2,6,0,5,7,,,,,,49,36,
731,Dawan Landry,NYJ,32,12,12,1.5,0,0,0,0,1,,,,,,52,31,
732,Jarvis Landry,MIA,22,12,7,,,,,,,0,3,0,0,0,3,0,
733,LaRon Landry,IND,30,7,4,2.5,,,,,,,,,,,23,9,
734,Jeremy Lane,SEA,24,4,1,,0,0,0,0,1,1,0,0,0,0,8,3,
735,T.J. Lang,GNB,27,12,12,,,,,,,0,0,1,0,0,,,
736,Kendall Langford,STL,28,12,4,1.0,,,,,,,,,,,13,6,
737,Spencer Lanning,CLE,26,12,0,,,,,,,0,0,1,0,0,,,
738,Danny Lansanah,TAM,29,12,9,,3,60,2,33,6,,,,,,47,13,
739,Ted Larsen,ARI,27,12,12,,,,,,,,,,,,2,0,
740,DeDe Lattimore,CHI,23,7,0,,,,,,,,,,,,1,1,
741,Jamari Lattimore,GNB,26,11,5,,1,10,0,10,1,,,,,,22,15,
742,James Laurinaitis,STL,28,12,12,2.0,0,0,0,0,1,0,0,2,17,0,63,16,
743,Shawn Lauvao,WAS,27,11,11,,,,,,,,,,,,1,0,
744,Cordarro Law,SDG,26,3,0,1.0,0,0,0,0,1,,,,,,8,1,
745,Cameron Lawrence,DAL,23,13,0,1.0,,,,,,,,,,,3,1,
746,Demarcus Lawrence,DAL,22,4,0,,,,,,,,,,,,5,2,
747,Manny Lawson,BUF,30,12,0,1.0,0,0,0,0,2,,,,,,15,3,
748,Nevin Lawson,DET,23,2,0,,,,,,,,,,,,1,0,
749,Mike Leach,ARI,38,12,0,,,,,,,,,,,,2,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
750,Ronald Leary,DAL,25,12,12,,,,,,,,,,,,1,0,
751,Andy Lee,SFO,32,12,0,,,,,,,0,1,1,0,0,,,
752,Marqise Lee,JAX,23,9,4,,,,,,,,,,,,2,0,
753,Tim Lelito,NOR,25,12,2,,,,,,,,,,,,1,0,
754,Orie Lemon,2TM,27,6,1,,,,,,,,,,,,9,2,
755,Corey Lemonier,SFO,23,12,0,,,,,,,,,,,,6,1,
756,Jim Leonhard,CLE,32,12,1,,1,0,0,0,2,0,1,0,0,0,11,11,
757,Brian Leonhardt,OAK,24,12,3,,,,,,,1,0,0,0,0,5,0,
758,Robert Lester,CAR,26,1,0,,,,,,,,,,,,0,1,
759,Anthony Levine,BAL,27,12,3,,0,0,0,0,3,,,,,,19,8,
760,Andy Levitre,TEN,28,12,12,,,,,,,0,0,1,0,0,1,0,
761,DeAndre Levy,DET,27,12,12,0.5,1,13,0,13,5,,,,,,92,24,1
762,Keenan Lewis,NOR,28,12,12,,1,0,0,0,11,,,,,,28,2,
763,Kendrick Lewis,HOU,26,12,12,,1,5,0,5,3,3,0,1,0,0,43,28,
764,Travis Lewis,DET,26,2,0,,,,,,,,,,,,2,0,
765,Corey Linsley,GNB,23,12,12,,,,,,,0,1,0,0,0,1,0,
766,Sean Lissemore,SDG,27,11,5,1.0,,,,,,,,,,,11,9,
767,Corey Liuget,SDG,24,12,12,3.5,0,0,0,0,2,2,0,0,0,0,34,7,
768,Brandon Lloyd,SFO,33,11,2,,,,,,,,,,,,1,0,
769,Phil Loadholt,MIN,28,11,11,,,,,,,0,0,1,0,0,,,
770,Jake Locker,TEN,26,5,4,,,,,,,0,3,1,-2,0,,,
771,Ricardo Lockette,SEA,28,12,0,,,,,,,1,0,0,0,0,5,1,
772,Cullen Loeffler,MIN,33,12,0,,,,,,,,,,,,4,0,
773,Curtis Lofton,NOR,28,12,12,,0,0,0,0,1,0,0,1,0,0,76,34,
774,Bennie Logan,PHI,25,12,12,,0,0,0,0,1,1,0,0,0,0,33,6,
775,Chris Long,STL,29,2,2,1.0,,,,,,0,0,1,0,0,2,0,
776,Kyle Long,CHI,26,13,13,,,,,,,,,,,,4,0,
777,Erik Lorig,NOR,28,6,3,,,,,,,0,1,0,0,0,1,0,
778,Craig Loston,JAX,25,9,0,,,,,,,,,,,,2,1,
779,Star Lotulelei,CAR,25,10,10,,0,0,0,0,1,,,,,,9,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
780,Lance Louis,IND,29,6,4,,,,,,,,,,,,2,0,
781,Al Louis-Jean,CHI,21,8,0,,0,0,0,0,1,,,,,,5,3,
782,Dwight Lowery,ATL,28,12,12,,2,21,0,21,5,0,0,1,0,0,40,15,
783,Andrew Luck,IND,25,12,12,,,,,,,0,11,4,-30,0,0,1,
784,Aaron Lynch,SFO,21,12,2,5.0,0,0,0,0,4,,,,,,15,5,
785,Marshawn Lynch,SEA,28,12,11,,,,,,,0,1,1,0,0,,,
786,Elbert Mack,HOU,28,8,0,,,,,,,,,,,,6,0,
787,Khalil Mack,OAK,23,12,12,1.0,0,0,0,0,2,1,0,0,0,0,48,12,
788,Jeremy Maclin,PHI,26,12,12,,,,,,,,,,,,10,0,
789,Brandon Magee,TAM,24,8,0,,,,,,,,,,,,6,0,
790,Kaluka Maiava,OAK,27,4,2,,,,,,,,,,,,8,7,
791,Nick Mangold,NYJ,30,12,12,,,,,,,,,,,,2,0,
792,Logan Mankins,TAM,32,12,12,,,,,,,,,,,,1,0,
793,Danieal Manning,HOU,32,12,4,,0,0,0,0,1,0,1,1,0,0,24,11,
794,Peyton Manning,DEN,38,12,12,,,,,,,0,3,1,-11,0,1,0,
795,EJ Manuel,BUF,24,5,4,,,,,,,0,1,1,0,0,,,
796,Johnny Manziel,CLE,22,3,0,,,,,,,0,1,1,0,0,,,
797,Stansly Maponga,ATL,23,11,0,1.0,,,,,,0,0,2,6,0,2,1,
798,Chris Maragos,PHI,27,12,0,,,,,,,,,,,,13,0,
799,Sen'Derrick Marks,JAX,27,12,12,7.0,0,0,0,0,2,0,0,1,0,0,28,6,
800,Cassius Marsh,SEA,22,5,0,,,,,,,,,,,,1,4,
801,Brandon Marshall,CHI,30,13,13,,,,,,,1,1,1,0,0,4,0,
802,Brandon Marshall,DEN,25,12,11,2.0,0,0,0,0,6,2,0,0,0,0,79,21,
803,Richard Marshall,SDG,30,8,1,,,,,,,,,,,,18,6,
804,Eric Martin,CLE,23,10,1,,,,,,,0,0,1,0,0,0,3,
805,Jonathan Martin,SFO,25,11,7,,,,,,,,,,,,1,0,
806,Josh Martin,KAN,23,10,0,,,,,,,,,,,,9,3,
807,Kareem Martin,ARI,22,11,2,1.0,0,0,0,0,1,1,0,0,0,0,8,0,
808,Keshawn Martin,HOU,24,12,0,,,,,,,,,,,,1,0,
809,Marcus Martin,SFO,21,5,5,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
810,Mike Martin,TEN,24,10,3,,,,,,,,,,,,6,6,
811,Sherrod Martin,JAX,30,9,2,,1,0,0,0,2,,,,,,10,3,
812,Jonathan Massaquoi,ATL,26,12,3,2.0,0,0,0,0,1,,,,,,15,5,
813,Bobby Massie,ARI,25,12,12,,,,,,,,,,,,1,0,
814,Ricardo Mathews,SDG,27,8,0,1.0,,,,,,1,0,0,0,0,13,2,
815,Ryan Mathews,SDG,27,7,6,,,,,,,0,1,1,0,0,,,
816,Tyrann Mathieu,ARI,22,11,5,,1,9,0,9,4,0,0,1,9,0,28,2,
817,Rashean Mathis,DET,34,12,12,,1,41,1,41,5,1,0,0,0,0,25,6,
818,Casey Matthews,PHI,25,12,7,1.5,,,,,,1,0,1,8,0,19,11,
819,Clay Matthews,GNB,28,12,12,4.5,1,40,0,40,7,2,0,0,0,0,33,10,
820,Cliff Matthews,ATL,25,3,0,,0,0,0,0,1,,,,,,2,0,
821,Jake Matthews,ATL,22,11,11,,,,,,,0,0,1,0,0,1,0,
822,Rishard Matthews,MIA,25,12,0,,,,,,,0,1,0,0,0,3,1,
823,Rey Maualuga,CIN,27,8,8,,1,4,0,4,2,,,,,,17,12,
824,Josh Mauga,KAN,27,12,12,,0,0,0,0,2,,,,,,67,13,
825,Josh Mauro,2TM,23,2,2,,0,0,0,0,1,,,,,,2,2,
826,Michael Mauti,MIN,24,8,0,,,,,,,,,,,,4,1,
827,Byron Maxwell,SEA,26,9,8,,2,23,0,21,8,0,0,1,0,0,29,3,
828,Jerod Mayo,NWE,28,6,6,1.0,,,,,,0,0,1,0,0,37,16,
829,Benson Mayowa,OAK,23,12,1,,0,0,0,0,1,,,,,,6,5,
830,Joe Mays,KAN,29,4,0,,,,,,,,,,,,1,1,
831,Taylor Mays,CIN,26,12,0,,,,,,,,,,,,5,0,1
832,Pat McAfee,IND,27,12,0,,,,,,,,,,,,0,1,
833,Trumaine McBride,NYG,29,6,1,1.0,1,11,0,11,1,2,0,1,0,0,19,2,
834,Brice McCain,PIT,28,10,5,,1,22,1,22,4,0,0,1,26,0,7,7,
835,Chris McCain,MIA,23,9,0,1.0,,,,,,,,,,,4,0,
836,Jameel McClain,NYG,29,12,10,1.5,0,0,0,0,2,1,0,0,0,0,52,35,
837,Robert McClain,ATL,26,12,3,1.0,1,0,0,0,2,,,,,,32,6,
838,Rolando McClain,DAL,25,12,10,1.0,2,0,0,0,3,1,0,0,0,0,59,13,
839,Terrell McClain,DAL,26,10,0,,,,,,,,,,,,10,3,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
840,Albert McClellan,BAL,28,12,0,,,,,,,1,0,1,0,0,9,5,
841,Shea McClellin,CHI,24,9,8,1.0,0,0,0,0,1,,,,,,18,11,
842,Devin McCourty,NWE,27,12,12,,2,70,0,60,4,1,0,0,0,0,37,10,
843,Jason McCourty,TEN,27,12,12,,3,0,0,0,10,2,0,1,62,1,59,6,
844,Josh McCown,TAM,35,7,7,,,,,,,0,5,4,0,0,,,
845,Colt McCoy,WAS,28,3,2,,,,,,,0,5,2,-1,0,,,
846,Gerald McCoy,TAM,26,11,11,8.5,0,0,0,0,3,1,0,0,0,0,26,6,
847,LeSean McCoy,PHI,26,12,12,,,,,,,0,3,0,0,0,1,0,
848,Danny McCray,CHI,26,12,0,,,,,,,0,0,1,0,0,15,7,
849,Demetrius McCray,JAX,23,12,8,,0,0,0,0,3,,,,,,25,5,
850,Kelcie McCray,KAN,26,12,0,,,,,,,,,,,,7,1,
851,L.J. McCray,SFO,23,10,0,,,,,,,,,,,,5,1,
852,Lerentee McCray,DEN,24,9,0,,,,,,,,,,,,2,1,
853,Daniel McCullers,PIT,22,5,1,,,,,,,,,,,,1,0,
854,Jacobbi McDaniel,CLE,25,1,0,,0,0,0,0,1,,,,,,,,
855,Tony McDaniel,SEA,29,12,11,,,,,,,,,,,,13,9,1
856,Clinton McDonald,TAM,27,11,11,4.0,1,3,0,3,1,0,0,1,3,0,27,9,
857,Dewey McDonald,IND,24,8,0,,,,,,,,,,,,7,1,
858,Ray McDonald,SFO,30,12,12,2.0,,,,,,1,0,0,0,0,22,11,
859,T.J. McDonald,STL,23,12,12,1.0,0,0,0,0,6,,,,,,65,10,
860,Vance McDonald,SFO,24,8,4,,,,,,,0,1,0,0,0,1,0,
861,Bradley McDougald,TAM,24,11,1,,0,0,0,0,2,,,,,,14,4,
862,Darren McFadden,OAK,27,12,11,,,,,,,0,1,0,0,0,2,1,
863,Leon McFadden,SFO,24,3,0,,,,,,,,,,,,2,0,
864,Marshall McFadden,STL,28,5,0,,,,,,,,,,,,3,1,
865,Brandon McGee,STL,24,2,0,,,,,,,,,,,,3,1,
866,Stacy McGee,OAK,24,11,0,,,,,,,,,,,,2,2,
867,Keith McGill,OAK,25,8,0,,0,0,0,0,1,,,,,,3,0,
868,Matt McGloin,OAK,25,1,0,,,,,,,,,,,,1,0,
869,Mike McGlynn,KAN,29,12,12,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
870,Leodis McKelvin,BUF,29,10,9,,4,10,0,9,8,1,1,0,0,0,45,3,
871,Jerick McKinnon,MIN,22,11,6,,,,,,,,,,,,1,0,
872,Joe McKnight,KAN,26,2,0,,,,,,,,,,,,1,0,
873,Steve McLendon,PIT,28,8,7,1.0,,,,,,,,,,,11,6,
874,Rodney McLeod,STL,24,12,12,,1,0,0,0,4,1,0,3,9,0,46,7,
875,Sherrick McManis,CHI,27,9,0,,,,,,,,,,,,8,2,
876,Josh McNary,IND,26,11,3,,,,,,,,,,,,10,9,
877,Pernell McPhee,BAL,26,12,0,4.0,0,0,0,0,2,1,0,0,0,0,5,7,
878,Jake McQuaide,STL,27,12,0,,,,,,,,,,,,2,0,
879,Robert Meachem,NOR,30,8,2,,,,,,,,,,,,3,0,
880,Steven Means,2TM,25,2,0,,,,,,,,,,,,0,1,
881,Brandon Mebane,SEA,29,9,9,1.0,,,,,,,,,,,11,9,
882,Henry Melton,DAL,28,13,3,5.0,0,0,0,0,4,0,0,2,1,0,10,2,
883,Whitney Mercilus,HOU,24,12,10,4.0,,,,,,1,0,0,0,0,26,17,
884,Brandon Meriweather,WAS,30,10,10,3.0,0,0,0,0,3,3,0,1,0,0,36,19,
885,Jack Mewhort,IND,23,10,10,,,,,,,,,,,,2,0,
886,Jeromy Miles,BAL,27,12,1,,,,,,,1,0,1,0,0,12,7,
887,Bruce Miller,SFO,27,12,5,,,,,,,,,,,,1,0,
888,Gabe Miller,WAS,27,4,0,,,,,,,,,,,,1,0,
889,Heath Miller,PIT,32,12,12,,,,,,,0,1,0,0,0,4,0,
890,Lamar Miller,MIA,23,12,12,,,,,,,0,3,1,0,0,1,0,
891,Roy Miller,JAX,27,12,11,1.0,0,0,0,0,1,,,,,,16,9,
892,Von Miller,DEN,25,12,12,12.0,0,0,0,0,2,,,,,,32,14,
893,Dee Milliner,NYJ,23,3,2,,0,0,0,0,2,,,,,,5,1,
894,Jordan Mills,CHI,24,10,10,,,,,,,,,,,,1,0,
